Bwd Packet Length Std,Fwd Header Length,PSH Flag Count,Total Length of Fwd Packets,Average Packet Size,Label
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002054795,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,1.45E-05,0.048030822,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855825,0,1.45E-05,0.048030822,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855825,0,5.58E-06,0.016309932,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,4.65E-06,0.015796233,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.12E-06,0.015346747,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.27E-06,0.016695205,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855825,0,5.12E-06,0.015346747,0
0,0.999855826,0,5.74E-06,0.016630993,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.89E-06,0.017208904,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.89E-06,0.017208904,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.74E-06,0.017016267,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855826,0,5.27E-06,0.016309932,0
0,0.999855825,0,5.74E-06,0.017016267,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.12E-06,0.016502568,0
0,0.999855826,0,5.74E-06,0.01598887,0
0,0.999855825,0,5.74E-06,0.01598887,0
0,0.999855825,0,5.58E-06,0.017208904,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.74E-06,0.01598887,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855826,0,5.12E-06,0.015346747,0
0,0.999855826,0,5.74E-06,0.01598887,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855826,0,4.96E-06,0.016181507,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855826,0,4.19E-06,0.014961473,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855825,0,5.27E-06,0.016695205,0
0,0.999855825,0,5.74E-06,0.01598887,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.89E-06,0.017208904,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.74E-06,0.017016267,0
0,0.999855826,0,5.43E-06,0.015346747,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.27E-06,0.015025685,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.43E-06,0.015346747,0
0,0.999855826,0,5.43E-06,0.016502568,0
0,0.999855825,0,5.12E-06,0.015346747,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855825,0,5.27E-06,0.016695205,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,5.43E-06,0.016502568,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.27E-06,0.016695205,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.27E-06,0.016695205,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.81E-06,0.015732021,0
0,0.999855826,0,5.43E-06,0.015346747,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855826,0,5.12E-06,0.015346747,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.34E-06,0.015539384,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.43E-06,0.015346747,0
0,0.999855825,0,5.43E-06,0.015089897,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,4.96E-06,0.015282534,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.27E-06,0.015025685,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855825,0,5.43E-06,0.015860445,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.89E-06,0.017208904,0
0,0.999855827,0,5.58E-06,0.015410959,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855825,0,5.27E-06,0.015025685,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855825,0,5.89E-06,0.017208904,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.27E-06,0.016695205,0
0,0.999855825,0,5.58E-06,0.016309932,0
0,0.999855825,0,4.65E-06,0.015796233,0
0,0.999855825,0,5.43E-06,0.015346747,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.74E-06,0.017016267,0
0,0.999855826,0,5.43E-06,0.015346747,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855826,0,5.58E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.01515411,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,4.96E-06,0.01515411,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855825,0,5.89E-06,0.017208904,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,4.81E-06,0.015732021,0
0,0.999855826,0,5.74E-06,0.01598887,0
0,0.999855826,0,5.89E-06,0.017208904,0
0,0.999855825,0,4.34E-06,0.015025685,0
0,0.999855825,0,5.27E-06,0.015796233,0
0,0.999855826,0,5.43E-06,0.015346747,0
0,0.999855825,0,5.27E-06,0.015025685,0
0,0.999855825,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855826,0,5.43E-06,0.015089897,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855825,0,5.74E-06,0.017016267,0
0,0.999855826,0,4.19E-06,0.014961473,0
0,0.999855826,0,5.12E-06,0.016245719,0
0,0.999855825,0,5.12E-06,0.015346747,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.27E-06,0.015025685,0
0,0.999855826,0,5.58E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.58E-06,0.015667808,0
0,0.999855826,0,4.96E-06,0.016309932,0
0,0.999855826,0,5.58E-06,0.015667808,0
0,0.999855825,0,5.43E-06,0.015860445,0
0,0.999855826,0,5.58E-06,0.016309932,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0.001027397,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0.001027397,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0.001155822,0
0,0.999855825,0,0,0.001155822,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0.001155822,0
0,0.999855825,0,0,0,0
0,0.999855825,0,0,0,0
0.066103092,0.999855848,1,0.000150543,0.047433498,0
0.063101062,0.999855844,1,0.000126822,0.039100369,0
0.065002889,0.999855846,1,6.55E-05,0.036762381,0
0.057583055,0.999855848,1,0.000124574,0.037289851,0
0.058834983,0.999855847,1,0.000125814,0.041438356,0
0.065950296,0.999855846,1,5.43E-05,0.040143669,0
0.058581533,0.999855845,1,9.05E-05,0.037256322,0
0.075197374,0.999855846,1,5.71E-05,0.0528572,0
0.066953351,0.999855847,1,0.00010031,0.047541016,0
0.061997386,0.999855845,1,5.98E-05,0.035669125,0
0.069981765,0.999855847,1,0.000171008,0.052743708,0
0.061634945,0.999855846,1,6.40E-05,0.036322252,0
0.058781323,0.999855845,1,7.91E-05,0.03624786,0
0.051498287,0.999855849,1,0.000102713,0.032432577,0
0.061047721,0.999855847,1,6.11E-05,0.036418844,0
0.059308923,0.999855845,1,8.24E-05,0.034602213,0
0.072371357,0.999855848,1,6.06E-05,0.046185091,0
0.064520575,0.999855848,1,0.000126047,0.045940188,0
0.066122428,0.999855847,1,5.55E-05,0.037537588,0
0.070453225,0.999855849,1,9.12E-05,0.050981857,0
0.065693266,0.999855845,1,5.91E-05,0.037348525,0
0.058958406,0.999855839,1,6.35E-05,0.032958437,0
0.063651077,0.999855847,1,7.45E-05,0.039175636,0
0.066439537,0.999855848,1,0.000109147,0.051720112,0
0.061410079,0.999855848,1,0.000169302,0.047768135,0
0.05950972,0.999855847,1,5.58E-05,0.034405577,0
0.067804729,0.999855848,1,0.000164186,0.044898377,0
0.068522638,0.999855846,1,0.000136357,0.050421967,0
0.057867887,0.999855845,1,6.53E-05,0.033165668,0
0.073994256,0.999855847,1,0.000128295,0.05525179,0
0.064125042,0.999855845,1,8.75E-05,0.04154373,0
0.054149136,0.999855848,1,8.21E-05,0.032619863,0
0.067417467,0.999855848,1,5.39E-05,0.042568493,0
0.058730203,0.999855845,1,8.74E-05,0.035142255,0
0,0.999855827,0,1.00E-05,0.009032534,0
0,0.999855829,0,9.07E-06,0.008518836,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855828,0,1.05E-05,0.008764983,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855828,0,1.05E-05,0.008764983,0
0,0.999855828,0,1.05E-05,0.008764983,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855828,0,1.05E-05,0.008764983,0
0,0.999855827,0,1.05E-05,0.009717466,0
0.003451549,0.999855827,0,1.05E-05,0.008549413,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855829,0,9.53E-06,0.009203767,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855827,0,1.05E-05,0.009717466,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,1.55E-07,0.001284247,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,1.55E-07,0.001284247,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,1.55E-07,0.001284247,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,1,1.55E-07,0.001284247,0
0,0.999855825,1,3.10E-07,0.001155822,0
0,0.999855825,0,7.44E-06,0.015410959,0
0,0.999855826,0,7.44E-06,0.015410959,0
0.033566313,0.999855825,0,7.05E-06,0.041481164,0
0.003969281,0.999855825,0,8.37E-06,0.02234589,0
0,0.999855826,0,7.44E-06,0.015410959,0
0.002847528,0.999855826,0,7.75E-06,0.029858733,0
0,0.999855826,0,7.44E-06,0.015410959,0
0,0.999855825,0,7.44E-06,0.015410959,0
0,0.999855825,0,7.44E-06,0.015410959,0
0,0.999855825,0,7.44E-06,0.015410959,0
0.002157218,0.999855825,0,9.61E-06,0.027226027,0
0.003796704,0.999855825,0,7.44E-06,0.035445205,0
0.001208042,0.999855825,0,7.67E-06,0.022153253,0
0,0.999855825,0,7.44E-06,0.015410959,0
0,0.999855825,0,7.44E-06,0.015410959,0
0,0.999855825,0,7.44E-06,0.015410959,0
0.003451549,0.999855826,0,8.22E-06,0.022024829,0
0.01285702,0.999855826,0,8.45E-06,0.036922089,0
0.00069031,0.999855825,0,7.83E-06,0.021446918,0
0.114784229,0.999855841,1,7.67E-05,0.070662916,0
0.156920262,0.999855842,1,7.35E-05,0.080916096,0
0.0935746,0.99985584,1,7.19E-05,0.045595182,0
0.113799449,0.999855842,1,6.80E-05,0.048630137,0
0.096079359,0.99985584,1,6.67E-05,0.047711974,0
0.110013003,0.999855834,1,7.30E-05,0.084969559,0
0.000610966,0.999855827,0,0.000899767,0.200017123,0
0.000647006,0.999855828,0,0.000900233,0.200017123,0
0.000610966,0.999855827,0,0.000899767,0.200017123,0
0.000647006,0.999855827,0,0.000900233,0.214304061,0
0.000647006,0.999855827,0,0.000900233,0.214304061,0
0.000647006,0.999855828,0,0.000900233,0.200017123,0
0,0.999855825,0,0,0,0
0,0.999855824,0,4.65E-07,0.006292808,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855826,0,1.86E-06,0.014794521,0
0.003364891,0.999855824,0,4.65E-07,0.006292808,0
0,0.999855825,0,9.30E-07,0.002054795,0
0,0.999855824,0,4.65E-07,0.00552226,0
0,0.999855824,0,4.65E-07,0.00552226,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855824,0,0,0,0
0,0.999855824,0,4.65E-07,0.002054795,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855824,0,4.65E-07,0.006292808,0
0,0.999855825,0,9.30E-07,0.001155822,0
0,0.999855824,0,4.65E-07,0.00552226,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855826,0,1.40E-06,0.00192637,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855825,0,9.30E-07,0.002054795,0
0,0.999855824,0,4.65E-07,0.00192637,0
0,0.999855825,0,9.30E-07,0.001155822,0
0,0.999855826,0,0,0,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855826,0,1.86E-06,0.001541096,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855826,0,1.40E-06,0.001541096,0
0.109816633,0.999855838,0,1.07E-05,0.277840451,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855826,0,1.40E-06,0.00192637,0
0,0.999855824,0,0,0.003981164,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.033261986,0
0,0.999855825,0,0,0,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002054795,0
0,0.999855826,0,1.40E-06,0.00192637,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855826,0,1.40E-06,0.00192637,0
0.003192683,0.999855826,0,1.40E-06,0.003133562,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.00552226,0
0,0.999855825,0,9.30E-07,0.002054795,0
0,0.999855825,0,9.30E-07,0.001155822,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855824,0,4.65E-07,0.00744863,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855826,0,0,0,0
0,0.999855824,0,4.65E-07,0.164768836,0
0,0.999855826,0,1.40E-06,0.001232877,0
0,0.999855825,0,0,0,0
0,0.999855826,0,1.40E-06,0.00192637,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855826,0,1.40E-06,0.00192637,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855826,0,1.86E-06,0.001541096,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855826,0,0,0.011763699,0
0,0.999855825,0,9.30E-07,0.001541096,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855824,0,4.65E-07,0.002311644,0
0,0.999855826,0,1.40E-06,0.00192637,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855826,0,1.40E-06,0.001541096,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855828,0,2.87E-06,0.002375856,0
0,0.999855826,0,4.19E-06,0.003531678,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855826,0,1.40E-06,0.002054795,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855826,0,5.04E-06,0.006078767,0
0,0.999855826,0,0,0,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855825,0,9.30E-07,0.002311644,0
0,0.999855826,0,3.80E-06,0.004708904,0
0,0.999855828,0,2.87E-06,0.002375856,0
0,0.999855825,0,0,0,0
0.076183719,0.999855842,1,8.46E-05,0.068093607,0
0.068727881,0.999855834,1,3.36E-05,0.028446062,0
